rid,id,text,term,from,to,category,polarity
TVU#6,TVU#6:7,Which lets face it....at times it's a good thing.,NULL,0,0,SERVICE#GENERAL,positive
TVU#6,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,NULL,0,0,RESTAURANT#PRICES,positive
TVU#6,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,NULL,0,0,RESTAURANT#GENERAL,positive
TVU#6,TVU#6:9,Highly recommended!,NULL,0,0,RESTAURANT#GENERAL,positive
ADLT#3,ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",NULL,0,0,RESTAURANT#GENERAL,positive
ADLT#3,ADLT#3:1,Everything on the menu is great. ,menu,18,22,FOOD#QUALITY,positive
ADLT#3,ADLT#3:2,This establishment is the real deal. ,establishment,5,18,RESTAURANT#GENERAL,positive
ADLT#3,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",NULL,0,0,AMBIENCE#GENERAL,positive
ADLT#3,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",food,59,63,FOOD#QUALITY,positive
ADLT#3,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",NULL,0,0,RESTAURANT#GENERAL,positive
TFS#5,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,dinner for two,15,29,FOOD#PRICES,negative
TFS#5,TFS#5:4,"Look, the appetizers were really good.",appetizers,10,20,FOOD#QUALITY,positive
TFS#5,TFS#5:5,The entree was also very good.,entree,4,10,FOOD#QUALITY,positive
TFS#5,TFS#5:6,"Can't argue about that, but they are clearly over priced.",NULL,0,0,FOOD#PRICES,negative
TFS#5,TFS#5:7,What you are paying for is the environment and the name.,environment,31,42,AMBIENCE#GENERAL,neutral
TFS#5,TFS#5:7,What you are paying for is the environment and the name.,NULL,0,0,RESTAURANT#MISCELLANEOUS,neutral
TFS#5,TFS#5:7,What you are paying for is the environment and the name.,NULL,0,0,RESTAURANT#PRICES,negative
TFS#5,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,9,14,AMBIENCE#GENERAL,positive
TFS#5,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,9,14,RESTAURANT#PRICES,negative
TFS#5,TFS#5:12,Which of course is not real Kobe but Wagyu beef.,NULL,0,0,FOOD#QUALITY,negative
TFS#5,TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,NULL,0,0,RESTAURANT#MISCELLANEOUS,negative
TFS#5,TFS#5:16,Vanison was good but not amazing.,Vanison,0,7,FOOD#QUALITY,neutral
TFS#5,TFS#5:17,Bison was quite excellent however.,Bison,0,5,FOOD#QUALITY,positive
TFS#5,TFS#5:18,Dessert: pure disaster.,Dessert,0,7,FOOD#QUALITY,negative
TFS#5,TFS#5:19,Just not good at all.,NULL,0,0,FOOD#QUALITY,negative
TFS#5,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,NULL,0,0,FOOD#STYLE_OPTIONS,negative
TFS#5,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,NULL,0,0,FOOD#QUALITY,negative
TFS#5,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,31,41,RESTAURANT#PRICES,negative
TFS#5,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,31,41,RESTAURANT#GENERAL,negative
TFS#5,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,0,16,RESTAURANT#MISCELLANEOUS,neutral
TFS#5,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,0,16,RESTAURANT#PRICES,negative
TFS#5,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",NULL,0,0,RESTAURANT#GENERAL,negative
TFS#5,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",NULL,0,0,RESTAURANT#PRICES,negative
TFS#5,TFS#5:25,"All in all, the food was great (except for the dessserts).",food,16,20,FOOD#QUALITY,positive
TFS#5,TFS#5:25,"All in all, the food was great (except for the dessserts).",dessserts,47,56,FOOD#QUALITY,negative
TFS#5,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,environment,4,15,AMBIENCE#GENERAL,neutral
TFS#5,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,NULL,4,15,RESTAURANT#MISCELLANEOUS,neutral
TFS#5,TFS#5:27,"If you are going for the food, it will not be worth it.",food,25,29,FOOD#QUALITY,negative
TFS#5,TFS#5:29,"You would think they would make up for it with service, sadly, no.",service,47,54,SERVICE#GENERAL,negative
TFS#5,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",Service,0,7,SERVICE#GENERAL,negative
TFS#5,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:0,Terrible Waste of money.. scammers,NULL,0,0,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:0,Terrible Waste of money.. scammers,NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,Casa La Femme,23,36,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,NULL,0,0,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,46,59,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,46,59,RESTAURANT#PRICES,negative
CLF#3,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",NULL,0,0,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,NULL,0,0,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait,80,84,SERVICE#GENERAL,neutral
CLF#3,CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,NULL,0,0,RESTAURANT#GENERAL,positive
CLF#3,CLF#3:11,The place is beautiful!,place,4,9,AMBIENCE#GENERAL,positive
CLF#3,CLF#3:12,The hostess was very pleasant.,hostess,4,11,SERVICE#GENERAL,positive
CLF#3,CLF#3:13,"However, our $14 drinks were were horrible!",drinks,17,23,DRINKS#QUALITY,negative
CLF#3,CLF#3:13,"However, our $14 drinks were were horrible!",drinks,17,23,DRINKS#PRICES,negative
CLF#3,CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:16,Our experience did not ever get any better.,NULL,0,0,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter,42,48,SERVICE#GENERAL,negative
CLF#3,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,waiter,41,47,SERVICE#GENERAL,negative
CLF#3,CLF#3:20,We asked for beverages and never received them.,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter,29,35,SERVICE#GENERAL,negative
CLF#3,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken,3,10,FOOD#QUALITY,negative
CLF#3,CLF#3:23,I would not expect this for a $55 dinner.,dinner,34,40,FOOD#QUALITY,negative
CLF#3,CLF#3:23,I would not expect this for a $55 dinner.,dinner,34,40,FOOD#PRICES,negative
CLF#3,CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:26,The only beverage we did receive was water in dirty glasses!,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,NULL,0,0,RESTAURANT#MISCELLANEOUS,negative
CLF#3,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",food,211,215,FOOD#QUALITY,negative
CLF#3,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",NULL,0,0,RESTAURANT#MISCELLANEOUS,negative
CLF#3,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,meal,101,105,FOOD#QUALITY,negative
CLF#3,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,20,30,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,20,30,RESTAURANT#PRICES,negative
CLF#3,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,0,0,RESTAURANT#GENERAL,negative
CLF#3,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,0,0,RESTAURANT#PRICES,negative
CLF#3,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,0,0,SERVICE#GENERAL,negative
CLF#3,CLF#3:32,I wish I COULD be refunded!,NULL,0,0,RESTAURANT#GENERAL,negative
BFC#9,BFC#9:0,Don't go with a larger group than 4! ,NULL,0,0,RESTAURANT#MISCELLANEOUS,negative
BFC#9,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",NULL,0,0,SERVICE#GENERAL,positive
BFC#9,BFC#9:5,The menu is fairly simple without much descriptions. ,menu,4,8,FOOD#STYLE_OPTIONS,neutral
BFC#9,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ",beer,17,21,DRINKS#STYLE_OPTIONS,negative
BFC#9,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",selection of bottled beer,14,39,DRINKS#STYLE_OPTIONS,negative
BFC#9,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,60,83,FOOD#QUALITY,positive
BFC#9,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,60,83,FOOD#STYLE_OPTIONS,negative
BFC#9,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,NULL,0,0,SERVICE#GENERAL,positive
BFC#9,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,4,20,FOOD#STYLE_OPTIONS,neutral
BFC#9,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,4,20,FOOD#QUALITY,negative
BFC#9,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","""salt encrusted shrimp"" appetizer",37,70,FOOD#STYLE_OPTIONS,negative
BFC#9,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",NULL,0,0,SERVICE#GENERAL,negative
BFC#9,BFC#9:16,The food arrived in about 15 minutes. ,NULL,0,0,SERVICE#GENERAL,neutral
BFC#9,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,Thai style Fried Sea Bass,10,35,FOOD#QUALITY,positive
BFC#9,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",food,43,47,FOOD#QUALITY,positive
BFC#9,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,79,96,FOOD#QUALITY,negative
BFC#9,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,79,96,FOOD#STYLE_OPTIONS,negative
BFC#9,BFC#9:19,I heard the lobster roll was excellent. ,lobster roll,12,24,FOOD#QUALITY,positive
BFC#9,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",NULL,0,0,SERVICE#GENERAL,negative
BFC#9,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",food,15,19,FOOD#QUALITY,positive
BFC#9,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",food,15,19,FOOD#PRICES,negative
BFC#9,BFC#9:22,"Service not the friendliest to our ""large party""! ",Service,0,7,SERVICE#GENERAL,negative
BFC#9,BFC#9:23,Probably would not go back here.,NULL,0,0,RESTAURANT#GENERAL,negative
BG#5,BG#5:0,Great Indian food,Indian food,6,17,FOOD#QUALITY,positive
BG#5,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",Food,0,4,FOOD#QUALITY,positive
BG#5,BG#5:3,"Very ""normal Indian food"", but done really well.",Indian food,13,24,FOOD#STYLE_OPTIONS,neutral
BG#5,BG#5:3,"Very ""normal Indian food"", but done really well.",Indian food,13,24,FOOD#QUALITY,positive
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,166,171,RESTAURANT#GENERAL,positive
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,166,171,RESTAURANT#PRICES,negative
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",chicken tikka masala,54,74,FOOD#PRICES,negative
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",feel,196,200,AMBIENCE#GENERAL,negative
BG#5,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters,6,13,SERVICE#GENERAL,negative
BG#5,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,NULL,0,0,SERVICE#GENERAL,negative
BG#5,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,NULL,0,0,RESTAURANT#PRICES,negative
BG#5,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",Indian food,134,145,FOOD#QUALITY,positive
BG#5,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",place,118,123,RESTAURANT#PRICES,negative
BG#8,BG#8:0,One of the BEST,NULL,0,0,RESTAURANT#GENERAL,positive
BG#8,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill,0,13,RESTAURANT#GENERAL,positive
BG#8,BG#8:3,The lunch buffet is expensive but is deff worth it.,lunch buffet,4,16,FOOD#PRICES,negative
BG#8,BG#8:3,The lunch buffet is expensive but is deff worth it.,lunch buffet,4,16,FOOD#QUALITY,positive
BG#8,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,service,72,79,SERVICE#GENERAL,positive
BG#8,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,dinner,17,23,FOOD#QUALITY,positive
BG#8,BG#8:6,Bukhara is on my top 5 Indian places in NYC,Bukhara,0,7,RESTAURANT#GENERAL,positive
DBG#2,DBG#2:0,Wretched and retching,NULL,0,0,RESTAURANT#GENERAL,negative
DBG#2,DBG#2:3,I have never been so disgusted by both food an service.,food,39,43,FOOD#QUALITY,negative
DBG#2,DBG#2:3,I have never been so disgusted by both food an service.,service,47,54,SERVICE#GENERAL,negative
DBG#2,DBG#2:4,For starters they delivered us someone else's order.,NULL,0,0,SERVICE#GENERAL,negative
DBG#2,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee,187,194,FOOD#QUALITY,negative
DBG#2,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",Korean fair,87,98,FOOD#QUALITY,negative
DBG#2,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",food,38,42,FOOD#QUALITY,negative
DBG#2,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",NULL,0,0,SERVICE#GENERAL,negative
DBG#2,DBG#2:9,None was made so i hung up.,NULL,0,0,SERVICE#GENERAL,negative
DBG#2,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,NULL,0,0,FOOD#QUALITY,negative
DBG#2,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",meal,140,144,FOOD#QUALITY,negative
DBG#2,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",NULL,0,0,SERVICE#GENERAL,negative
DBG#2,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",restaurant,21,31,RESTAURANT#GENERAL,negative
DBG#2,DBG#2:15,Eat at your own risk.,NULL,21,31,FOOD#QUALITY,negative
CLF#7,CLF#7:0,Gorgeous place ideal for a romantic dinner,place,9,14,AMBIENCE#GENERAL,positive
CLF#7,CLF#7:0,Gorgeous place ideal for a romantic dinner,place,9,14,RESTAURANT#MISCELLANEOUS,positive
CLF#7,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,four course prix fix menu,54,79,FOOD#QUALITY,positive
CLF#7,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,white organza tent,18,36,AMBIENCE#GENERAL,positive
CLF#7,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,service,4,11,SERVICE#GENERAL,positive
CLF#7,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,waiter,35,41,SERVICE#GENERAL,positive
CLF#7,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Casa La Femme,23,36,RESTAURANT#MISCELLANEOUS,positive
DBG#7,DBG#7:0,More Williamsburg Garbage,NULL,0,0,RESTAURANT#GENERAL,negative
DBG#7,DBG#7:3,The dishes came out around 5 minutes apart.,NULL,0,0,SERVICE#GENERAL,negative
DBG#7,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",bibimbap,4,12,FOOD#QUALITY,neutral
DBG#7,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",stone bowl,34,44,FOOD#STYLE_OPTIONS,negative
DBG#7,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,stone bowl,39,49,FOOD#PRICES,negative
DBG#7,DBG#7:6,The nakgi-bokum was horrible.,nakgi-bokum,4,15,FOOD#QUALITY,negative
DBG#7,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,stir-fried squid,17,33,FOOD#QUALITY,negative
DBG#7,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,sauce,4,9,FOOD#QUALITY,negative
DBG#7,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",side dishes,4,15,FOOD#QUALITY,neutral
DBG#7,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",side dishes,4,15,FOOD#STYLE_OPTIONS,neutral
DBG#7,DBG#7:10,The real problem I had with this place was the complete lack of service.,service,64,71,SERVICE#GENERAL,negative
DBG#7,DBG#7:12,She just nodded and walked off.,NULL,0,0,SERVICE#GENERAL,negative
DBG#7,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",NULL,0,0,SERVICE#GENERAL,negative
DBG#7,DBG#7:15,My wife had barely touched that mess of a dish.,dish,42,46,FOOD#QUALITY,negative
DBG#7,DBG#7:16,We were charged full price.,NULL,0,0,SERVICE#GENERAL,negative
ADLT#9,ADLT#9:0,Lives up to the hype,NULL,0,0,RESTAURANT#GENERAL,positive
ADLT#9,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,NULL,0,0,RESTAURANT#MISCELLANEOUS,neutral
ADLT#9,ADLT#9:3,It was well worth the wait.,NULL,0,0,RESTAURANT#GENERAL,positive
ADLT#9,ADLT#9:4,The wife had the risotto which was amazing.,risotto,17,24,FOOD#QUALITY,positive
ADLT#9,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",NULL,0,0,FOOD#STYLE_OPTIONS,negative
ADLT#9,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",NULL,0,0,FOOD#QUALITY,positive
ADLT#9,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,farro salad,4,15,FOOD#QUALITY,positive
ADLT#9,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,mashed yukon potatoes,24,45,FOOD#QUALITY,positive
EVPK#4,EVPK#4:0,i love margherita pizza – i looove east village pizza,east village pizza,35,53,RESTAURANT#GENERAL,positive
EVPK#4,EVPK#4:0,i love margherita pizza – i looove east village pizza,margherita pizza,7,23,FOOD#QUALITY,positive
EVPK#4,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",place,10,15,RESTAURANT#GENERAL,positive
EVPK#4,EVPK#4:2,A quintessential slice of NYC pizza.,slice of NYC pizza,17,35,FOOD#QUALITY,neutral
EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",crust,4,9,FOOD#QUALITY,positive
EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",sauce,48,53,FOOD#QUALITY,positive
EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",cheese,108,114,FOOD#QUALITY,positive
EVPK#4,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",margherita pizza,22,38,FOOD#QUALITY,positive
EVPK#4,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",NULL,0,0,FOOD#QUALITY,positive
Z#6,Z#6:0,Possibly the Most Romantic Restaurant in the City,Restaurant,27,37,AMBIENCE#GENERAL,positive
Z#6,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,32,57,RESTAURANT#GENERAL,positive
Z#6,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,32,57,AMBIENCE#GENERAL,positive
Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",spot,60,64,LOCATION#GENERAL,neutral
Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",unmarked wooden doors,85,106,AMBIENCE#GENERAL,positive
Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",décor,129,134,AMBIENCE#GENERAL,positive
Z#6,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",private booths,117,131,AMBIENCE#GENERAL,positive
Z#6,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",glass ceilings,226,240,AMBIENCE#GENERAL,positive
Z#6,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,NULL,0,0,AMBIENCE#GENERAL,positive
Z#6,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,waiter,74,80,SERVICE#GENERAL,positive
Z#6,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,17,39,FOOD#PRICES,positive
Z#6,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,17,39,FOOD#STYLE_OPTIONS,positive
Z#6,Z#6:7,We started off with a delightful sashimi amuse bouche.,sashimi amuse bouche,33,53,FOOD#QUALITY,positive
